70.354248046875	 0	 0	 0
160.146240234375	 404	 448	 60
251.889892578125	 406	 448	 60
347.538818359375	 407	 448	 60
426.59375	 407	 448	 60
506.62646484375	 408	 449	 60
582.75439453125	 409	 449	 56
654.97998046875	 410	 449	 56
721.346435546875	 412	 449	 56
798.45068359375	 412	 449	 56
873.603515625	 413	 449	 56
938.018310546875	 414	 449	 56
1000.482666015625	 414	 449	 56
1061.97021484375	 416	 449	 56
1137.150634765625	 417	 449	 56
1200.5634765625	 417	 449	 56
1266.9296875	 418	 449	 56
1331.345703125	 419	 449	 52
1398.689453125	 419	 449	 52
1468.961181640625	 421	 449	 56
1635.8583984375	 422	 449	 48
1703.20166015625	 423	 449	 48
1769.5712890625	 425	 449	 53
1835.939453125	 426	 449	 48
1966.721923828125	 426	 449	 48
2031.13818359375	 428	 448	 52
2111.16943359375	 428	 448	 52
2175.585693359375	 429	 448	 52
2255.617919921875	 430	 448	 52
2324.913330078125	 432	 448	 52
2392.258056640625	 432	 448	 52
2457.6494140625	 433	 448	 48
2524.993408203125	 434	 448	 48
2590.385986328125	 434	 448	 48
2662.610107421875	 436	 447	 52
2727.026123046875	 437	 447	 52
2791.441650390625	 437	 447	 52
2859.7626953125	 438	 447	 45
2928.081787109375	 440	 447	 48
2994.451416015625	 440	 447	 48
3059.842041015625	 441	 446	 45
3125.24169921875	 442	 446	 45
3185.74560546875	 442	 446	 45
3253.09130859375	 443	 446	 41
3324.342529296875	 445	 445	 45
3383.87451171875	 445	 445	 45
3453.171142578125	 446	 445	 45
3519.537353515625	 447	 445	 41
3580.050048828125	 447	 445	 41
3643.489990234375	 449	 444	 45
3711.8115234375	 449	 444	 45
3775.2490234375	 450	 444	 45
3837.713623046875	 451	 444	 41
4081.713623046875	 453	 443	 45
4150.034912109375	 456	 443	 37
4224.210693359375	 457	 442	 37
4289.6015625	 457	 442	 37
4361.82568359375	 458	 442	 37
4430.146484375	 460	 441	 37
4493.58642578125	 460	 441	 37
4555.07470703125	 461	 441	 37
4617.56591796875	 462	 440	 34
4689.76220703125	 462	 440	 34
4751.250244140625	 463	 440	 34
4816.641357421875	 465	 439	 37
4883.010498046875	 465	 439	 37
4945.473388671875	 466	 439	 37
5013.793212890625	 466	 439	 37
5082.115234375	 467	 439	 33
5153.36181640625	 468	 439	 33
5219.7314453125	 469	 438	 37
5281.217529296875	 469	 438	 37
5347.585693359375	 470	 438	 33
5417.85791015625	 471	 438	 30
5478.369384765625	 471	 438	 30
5539.85791015625	 472	 438	 26
5602.322509765625	 472	 438	 26
5664.785888671875	 473	 437	 30
5885.3623046875	 474	 437	 26
5957.586181640625	 476	 436	 26
6022.029296875	 478	 435	 26
6083.490234375	 478	 435	 26
6151.8095703125	 479	 434	 26
6215.24951171875	 480	 434	 26
6278.690185546875	 480	 434	 26
6341.154541015625	 481	 433	 26
6405.5693359375	 481	 433	 26
6470.961669921875	 482	 433	 26
6538.307373046875	 483	 432	 26
6601.745361328125	 483	 432	 26
6663.2333984375	 484	 432	 26
6727.6494140625	 486	 431	 26
6793.04150390625	 486	 431	 26
6863.3154296875	 486	 430	 24
6922.849365234375	 488	 430	 26
6993.121337890625	 488	 430	 26
7055.585205078125	 488	 429	 24
7117.0732421875	 489	 429	 24
7182.4658203125	 489	 429	 24
7252.737060546875	 490	 428	 24
7319.10595703125	 491	 427	 24
7383.52197265625	 491	 427	 24
7446.962890625	 492	 427	 19
7677.297119140625	 494	 426	 21
7742.68994140625	 496	 424	 24
7813.938232421875	 496	 424	 24
7883.234619140625	 498	 423	 26
7942.769287109375	 498	 423	 19
8011.091796875	 498	 423	 19
8077.45751953125	 500	 422	 21
8139.92333984375	 501	 421	 26
8208.241455078125	 501	 421	 26
8269.72998046875	 502	 421	 21
8330.242431640625	 503	 420	 21
8392.70751953125	 503	 420	 21
8458.098876953125	 504	 419	 21
8526.418212890625	 505	 419	 19
8589.859375	 505	 419	 19
8652.32177734375	 506	 418	 19
8713.81005859375	 507	 418	 19
8779.201904296875	 507	 418	 19
8841.667724609375	 508	 417	 19
8903.153076171875	 508	 417	 19
8963.665283203125	 509	 417	 15
9024.177490234375	 510	 416	 15
9087.6181640625	 510	 416	 15
9151.0576171875	 511	 415	 15
9217.4248046875	 512	 415	 15
9424.337158203125	 512	 415	 15
9496.563232421875	 514	 413	 15
9564.881591796875	 516	 412	 16
9632.224853515625	 517	 411	 15
9697.618408203125	 517	 411	 15
9763.00927734375	 518	 410	 15
9827.42529296875	 519	 409	 15
9892.8193359375	 519	 409	 15
9955.28125	 520	 408	 15
10025.553466796875	 522	 407	 15
10091.92236328125	 522	 407	 15
10160.242431640625	 522	 407	 15
10221.7314453125	 523	 406	 15
10281.267822265625	 523	 406	 15
10345.681396484375	 525	 404	 15
10408.14501953125	 525	 404	 15
10480.370849609375	 525	 404	 15
10544.7861328125	 525	 404	 15
10615.05810546875	 528	 402	 14
10682.401123046875	 528	 402	 14
10743.8896484375	 529	 401	 14
10803.42529296875	 529	 401	 14
10867.84130859375	 530	 400	 14
10929.328857421875	 531	 400	 9
10999.600830078125	 531	 400	 9
11221.153564453125	 532	 399	 9
11288.49853515625	 535	 397	 10
11355.841064453125	 536	 396	 10
11422.21044921875	 536	 396	 9
11487.600830078125	 536	 396	 9
11552.994384765625	 537	 395	 9
11624.240966796875	 539	 393	 15
11691.587158203125	 539	 393	 15
11754.0498046875	 539	 393	 15
11814.564208984375	 539	 393	 15
11878.00146484375	 539	 393	 15
11942.41748046875	 542	 391	 10
12002.93212890625	 542	 391	 10
12063.443603515625	 543	 390	 10
12134.6904296875	 544	 389	 15
12203.009033203125	 544	 389	 15
12269.37841796875	 545	 389	 10
12335.745361328125	 546	 388	 10
12398.209716796875	 546	 388	 10
12458.72216796875	 546	 388	 9
12525.08935546875	 547	 387	 9
12586.57666015625	 547	 387	 9
12650.01708984375	 548	 386	 9
12713.458251953125	 548	 386	 9
12780.80078125	 548	 386	 9
12845.218994140625	 548	 386	 9
13047.249267578125	 548	 386	 9
13126.3056640625	 553	 381	 9
13193.6494140625	 553	 381	 9
13270.75341796875	 554	 380	 9
13335.16943359375	 555	 379	 9
13398.611328125	 555	 379	 9
13463.02490234375	 556	 378	 9
